citystring	mean_dist	std_dist	mean_time	std_time	num_guesses	dists0	dists1	dists2	dists3	dists4	dists5	dists6	dists7	dists8	dists9	dists10	dists11	dists12	dists13	dists14	dists15	times0	times1	times2	times3	times4	times5	times6	times7	times8	times9	times10	times11	times12	times13	times14	times15	region0	region1	region2	region3	region4	region5	region6	region7	region8	region9	region10	region11	region12	region13	region14	region15	country0	country1	country2	country3	country4	country5	country6	country7	country8	country9	country10	country11	country12	country13	country14	country15
Kimberley, South Africa	427.98242357850273	175.1655422767836	7.7666666666666755	0.8993825042154662	3	648.4678122019563	219.94353376637332	415.5359247671786														8.300000000000006	6.500000000000012	8.500000000000005														New South Wales	Massachusetts	Aargau														Australia	United States	Switzerland													
Chitungwiza, Zimbabwe	426.76967036990675	119.03876024014014	8.116666666666674	0.11666666666666625	2	545.8084306100469	307.73091012976664															8.23333333333334	8.000000000000007															Aargau	Aargau															Switzerland	Switzerland														
Ajdābiyā, Libya	425.8081654135597	61.531252725422696	7.786666666666674	0.5874994089831522	5	472.84619371915596	420.691178812046	508.89978177822206	331.88992301624194	394.71374974213273												7.833333333333341	8.266666666666673	8.533333333333339	7.400000000000009	6.900000000000011												Aargau	Aargau	Aargau	Aargau	Mississippi												Switzerland	Switzerland	Switzerland	Switzerland	United States											
Middelburg, South Africa	425.69069860124256	402.9512639550119	7.673333333333342	0.673762239633205	5	1226.9645918818005	227.73558479115832	210.57440907971176	298.66002041791637	164.5188868356256												6.400000000000013	8.366666666666672	8.03333333333334	7.866666666666674	7.700000000000008												Michigan	Aargau	Aargau	Aargau	Aargau												United States	Switzerland	Switzerland	Switzerland	Switzerland											
Azare, Nigeria	417.8239164412048	83.63792816826749	8.155555555555562	0.38904758666692296	3	326.31993825330113	398.6665762807177	528.4852347895954														7.633333333333342	8.266666666666673	8.566666666666672														Aargau	Aargau	Aargau														Switzerland	Switzerland	Switzerland													
Toamasina, Madagascar	415.19633463231384	155.15877082556406	7.376666666666677	1.287465209885943	10	374.24598969787667	656.5776741063081	520.5262450117041	292.5863808705023	386.4041792952655	115.50995181955564	317.3451683596344	639.8550034731234	468.1266631978023	380.78609049136503							7.10000000000001	4.700000000000019	7.533333333333342	8.400000000000006	8.300000000000006	5.200000000000017	7.866666666666674	8.33333333333334	8.533333333333339	7.800000000000008							Île-de-France	Michigan	California	Aargau	Aargau	North Holland	North Holland	Aargau	Aargau	Georgia							France	United States	United States	Switzerland	Switzerland	Netherlands	Netherlands	Switzerland	Switzerland	United States						
Batna, Algeria	411.3280703339822	232.3138708802497	8.176666666666673	0.3753664875824678	10	630.8386500996623	114.87762047770462	346.362660897486	135.16257599689598	330.5080406055978	570.5278391828803	259.9678138375922	928.1894245763739	377.4875729908946	419.3585046747349							7.533333333333342	8.03333333333334	8.700000000000005	8.766666666666671	8.266666666666673	7.800000000000008	7.866666666666674	8.400000000000006	8.366666666666672	8.03333333333334							California	California	California	California	California	California	Aargau	Aargau	Aargau	Aargau							United States	United States	United States	United States	United States	United States	Switzerland	Switzerland	Switzerland	Switzerland						
Mascara, Algeria	408.5133020909265	210.20528346715233	7.611111111111119	1.116155217313342	6	346.6173320354331	326.73881970882815	14.501420851336286	602.3913106143332	616.9164123464702	543.9145169891582											8.733333333333338	7.866666666666674	8.366666666666672	8.03333333333334	7.366666666666676	5.300000000000017											California	New South Wales	New York	Aargau	Aargau	California											United States	Australia	United States	Switzerland	Switzerland	United States										
Kasama, Zambia	406.2787416018465	170.94724933652105	8.441666666666672	0.16729049916570551	4	210.702555700816	619.3128210762454	268.8915348980814	526.2080547322432													8.433333333333339	8.700000000000005	8.23333333333334	8.400000000000006													Aargau	Aargau	Aargau	Aargau													Switzerland	Switzerland	Switzerland	Switzerland												
M’Sila, Algeria	403.16562847722304	282.06256923366414	7.895238095238104	0.42479820472693586	7	288.8381997177438	298.02082238886123	397.53792781594495	990.9281590267273	96.07160102090941	589.2057137840509	161.55697558632338										8.33333333333334	8.266666666666673	7.800000000000008	7.000000000000011	8.166666666666673	8.000000000000007	7.700000000000008										Västerbotten	California	Aargau	Aargau	Aargau	Aargau	Saxony										Sweden	United States	Switzerland	Switzerland	Switzerland	Switzerland	Germany									
Desē, Ethiopia	402.4516103236854	21.97726962558292	8.283333333333339	0.2166666666666659	2	424.42887994926826	380.4743406981024															8.066666666666674	8.500000000000005															Aargau	Aargau															Switzerland	Switzerland														
Ghardaïa, Algeria	399.10448170591957	0	7.966666666666674	0	1	399.10448170591957																7.966666666666674																Aargau																Switzerland															
Mendefera, Eritrea	395.5158028536003	388.1911636692528	6.844444444444456	0.21998877636914732	3	943.5565447084463	93.61930815106223	149.37155570129252														7.1333333333333435	6.800000000000011	6.600000000000012														Aargau	England	England														Switzerland	United Kingdom	United Kingdom													
Pointe-Noire, Congo (Brazzaville)	394.18162648225314	458.5806764351629	7.9000000000000075	0.3535533905932725	4	1188.1011960964086	106.82755740141161	140.89887621559606	140.89887621559606													7.700000000000008	7.4333333333333425	8.33333333333334	8.13333333333334													Aargau	Aargau	Aargau	Aargau													Switzerland	Switzerland	Switzerland	Switzerland												
Divo, Côte D’Ivoire	388.98753270963607	641.3410805430436	6.478787878787892	1.8993498476830053	11	127.0026891652051	64.64075094027011	69.20183518971282	2314.1066181101637	183.88773872917227	158.09523262664328	122.47216775206074	153.43522121289874	95.81068240619821	169.56546723660315	820.6444564370681						7.700000000000008	8.166666666666673	8.03333333333334	3.033333333333358	5.366666666666683	4.733333333333352	4.133333333333354	5.2666666666666835	8.366666666666672	8.433333333333339	8.03333333333334						New South Wales	New South Wales	New South Wales	Quebec	California	California	California	North Carolina	Aargau	Aargau	Saxony						Australia	Australia	Australia	Canada	United States	United States	United States	United States	Switzerland	Switzerland	Germany					
Assab, Eritrea	388.0901839100618	140.01190655705253	8.005555555555562	0.10786937688304182	6	424.26328234121513	442.76389555741974	644.0096913218557	301.10159441655003	315.29008024801595	201.11255957531438											8.100000000000007	8.066666666666674	7.9000000000000075	8.13333333333334	7.833333333333341	8.000000000000007											Aargau	Aargau	Aargau	Aargau	Aargau	Aargau											Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland										
Touggourt, Algeria	387.67624200167165	113.75629461223294	8.050000000000008	0.2020725942163683	4	223.4441771210742	542.8336698080001	373.84503857615346	410.5820825014589													7.933333333333341	8.33333333333334	8.13333333333334	7.800000000000008													California	Aargau	Aargau	Aargau													United States	Switzerland	Switzerland	Switzerland												
Akure, Nigeria	386.6964669778919	16.422725713640972	8.416666666666671	0.08333333333333304	2	370.27374126425093	403.1191926915329															8.33333333333334	8.500000000000005															Aargau	Aargau															Switzerland	Switzerland														
Yei, South Sudan	386.05864954786944	41.96958023627152	8.05333333333334	0.526455653930655	5	395.0617279024788	340.31522799558195	424.939322249959	435.5835195120957	334.39345007923174												7.633333333333342	8.666666666666671	7.30000000000001	8.100000000000007	8.566666666666672												New South Wales	California	North Carolina	Aargau	Aargau												Australia	United States	United States	Switzerland	Switzerland											
Kassala, Sudan	383.9787371699486	0	8.33333333333334	0	1	383.9787371699486																8.33333333333334																Aargau																Switzerland															
Kūstī, Sudan	382.9546725655121	203.17984098962776	7.925000000000007	0.6378675411086514	4	367.3391966541842	200.34112220126545	718.595363794254	245.54300761234478													8.33333333333334	7.1333333333333435	7.500000000000009	8.733333333333338													New South Wales	California	California	California													Australia	United States	United States	United States												
Malakal, South Sudan	381.53670803909876	85.90147944820148	7.627777777777787	0.6942666439052814	6	460.8402897414525	328.25633471922174	379.5860055244439	461.3468953288531	437.7093073046128	221.48141561600843											6.433333333333346	8.100000000000007	7.066666666666677	8.466666666666672	7.6000000000000085	8.100000000000007											Aargau	Aargau	North Carolina	Aargau	Alberta	Aargau											Switzerland	Switzerland	United States	Switzerland	Canada	Switzerland										
Tukuyu, Tanzania	379.57646292757715	116.1717341015452	7.8533333333333415	0.40474957964427966	5	386.21021908673225	495.5392069280565	176.90632500899036	489.28004492974264	349.946518684364												7.633333333333342	8.400000000000006	8.200000000000006	7.766666666666675	7.266666666666676												Florida	Aargau	California	Aargau	Aargau												United States	Switzerland	United States	Switzerland	Switzerland											
Mutare, Zimbabwe	377.44743819049233	152.39124075205652	8.093333333333339	0.44988887516807813	5	268.3335953939474	260.89710383237406	661.3999725659113	283.89117962236395	412.715339537865												8.23333333333334	8.13333333333334	7.233333333333343	8.33333333333334	8.533333333333339												California	Aargau	Aargau	Aargau	Aargau												United States	Switzerland	Switzerland	Switzerland	Switzerland											
Bandundu, Congo (Kinshasa)	377.26416827732936	352.5728833374047	7.241666666666676	1.2040152730666531	4	178.91084514337845	120.93785022095133	224.59310608339484	984.6148716615928													7.533333333333342	5.200000000000017	8.200000000000006	8.03333333333334													New South Wales	Florida	Aargau	Aargau													Australia	United States	Switzerland	Switzerland												
Isnā, Egypt	376.7514415974785	74.6693771028886	6.955555555555566	1.1373566929128132	3	459.18573143654777	392.68947762811075	278.379115727777														7.966666666666674	7.533333333333342	5.366666666666683														Aargau	Île-de-France	Michigan														Switzerland	France	United States													
Bertoua, Cameroon	376.5103282718079	19.796043332158405	7.4333333333333425	0.4333333333333318	2	356.7142849396495	396.3063716039663															7.000000000000011	7.866666666666674															Aargau	Aargau															Switzerland	Switzerland														
Bhisho, South Africa	375.03025712758586	133.4833187442892	7.933333333333342	0.329983164553721	3	481.709929640044	186.81536691785405	456.5654748248595														7.700000000000008	8.400000000000006	7.700000000000008														Aargau	California	California														Switzerland	United States	United States													
Jirjā, Egypt	374.0402424438166	213.19093502411238	7.545833333333343	1.2677558365517785	8	496.8330069338651	446.60857651173376	222.7281049812194	113.09875166488293	230.39611479385528	305.1087260554976	848.2606507725662	329.28800783691315									8.500000000000005	7.700000000000008	8.03333333333334	4.766666666666685	8.33333333333334	8.500000000000005	6.2000000000000135	8.33333333333334									California	California	Pennsylvania	Massachusetts	Aargau	Aargau	Florida	Aargau									United States	United States	United States	United States	Switzerland	Switzerland	United States	Switzerland								
Kenema, Sierra Leone	373.29488545120165	289.2919193674492	7.608333333333341	0.23614378858841173	4	110.33957463934739	637.380845859419	685.6766243012245	59.78249700481559													7.533333333333342	8.000000000000007	7.533333333333342	7.366666666666676													New South Wales	Aargau	Aargau	Aargau													Australia	Switzerland	Switzerland	Switzerland												
Osogbo, Nigeria	372.480111045937	108.4190900541703	8.155555555555562	0.05665577237325296	3	293.7194536029652	297.93231434782086	525.7885651870249														8.23333333333334	8.100000000000007	8.13333333333334														Mazovia	Aargau	Aargau														Poland	Switzerland	Switzerland													
Ilebo, Congo (Kinshasa)	372.0009672173613	263.6935167435429	8.15555555555556	0.29668955384041423	6	451.58329795434577	87.73912222842735	827.9655605437431	133.53373497472066	546.1675140818436	185.01657352108757											7.800000000000008	7.833333333333341	8.100000000000007	8.33333333333334	8.200000000000006	8.666666666666671											Aargau	Aargau	Aargau	Aargau	Aargau	Aargau											Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland										
Omdurman, Sudan	371.2644284662123	100.00112334407919	8.166666666666673	0.24267032964268306	4	358.65811201597296	515.4805757879232	377.5119540944034	233.4070719665497													7.800000000000008	8.13333333333334	8.266666666666673	8.466666666666672													New York	Aargau	Ontario	Aargau													United States	Switzerland	Canada	Switzerland												
George, South Africa	370.60535466736883	194.94604004014639	8.05833333333334	0.63130156555062	4	323.34804097123566	701.5594649456934	230.99538282655368	226.5185299259927													8.366666666666672	8.433333333333339	8.466666666666672	6.966666666666677													New South Wales	North Carolina	Aargau	Aargau													Australia	United States	Switzerland	Switzerland												
Sūhāj, Egypt	370.345218316659	161.52355868348886	7.483333333333342	0.38333333333333197	2	208.82165963317013	531.8687770001478															7.866666666666674	7.10000000000001															Aargau	Saxony															Switzerland	Germany														
Accra, Ghana	369.15367234094236	426.0879543815151	7.633333333333341	0.7393691004272919	6	133.3509182671896	143.9309570098674	1317.1152254481315	264.70036302813185	189.93980642280033	165.88476386953343											8.400000000000006	8.533333333333339	7.20000000000001	6.333333333333346	7.700000000000008	7.633333333333342											California	California	Aargau	North Carolina	Aargau	Aargau											United States	United States	Switzerland	United States	Switzerland	Switzerland										
Addis Ababa, Ethiopia	368.1159639936448	204.43364641864844	7.146666666666677	0.7188262036898122	5	161.09728803663958	706.2764840328207	485.80298055207385	302.6429224493739	184.76014489731594												7.833333333333341	7.233333333333343	6.000000000000014	7.933333333333341	6.733333333333345												Île-de-France	Aargau	North Carolina	Aargau	Mississippi												France	Switzerland	United States	Switzerland	United States											
Wad Medani, Sudan	366.94039658600633	127.80738095645629	7.9416666666666735	0.665989239152303	4	350.7536807499966	203.9902186521767	562.5256414201641	350.4920455216879													8.400000000000006	8.166666666666673	6.800000000000011	8.400000000000006													California	Aargau	Saxony	Aargau													United States	Switzerland	Germany	Switzerland												
Yamoussoukro, Côte D’Ivoire	361.77051268098137	286.505555841181	7.541666666666675	0.8760311384622982	4	579.0534375198167	79.12981002628646	709.9714121739764	78.927391003846													7.9000000000000075	8.366666666666672	6.066666666666681	7.833333333333341													California	California	North Carolina	Aargau													United States	United States	United States	Switzerland												
Kindia, Guinea	361.6784373966107	363.699212798183	6.120000000000013	2.1276068976930578	10	77.24097225884951	359.42207937606497	1387.0388351043696	125.41810035486753	426.0518868869697	69.6294848965395	283.3369237656032	426.4507093009839	211.01679394972663	251.17858807213273							4.766666666666685	2.2000000000000277	8.166666666666673	7.9000000000000075	2.366666666666694	7.933333333333341	6.6666666666666785	6.6666666666666785	7.500000000000009	7.033333333333344							Île-de-France	Michigan	California	New South Wales	California	California	Aargau	Aargau	Aargau	Aargau							France	United States	United States	Australia	United States	United States	Switzerland	Switzerland	Switzerland	Switzerland						
Tlemcen, Algeria	361.6630195598873	197.0001056225737	7.188888888888898	1.354234328793927	6	568.9971875356628	368.9126451336122	459.84000823260726	48.24862790734322	159.57105067901688	564.4085978710813											8.03333333333334	8.300000000000006	8.300000000000006	7.933333333333341	5.33333333333335	5.23333333333335											Aargau	Aargau	Aargau	Aargau	England	England											Switzerland	Switzerland	Switzerland	Switzerland	United Kingdom	United Kingdom										
