citystring	mean_dist	std_dist	mean_time	std_time	num_guesses	dists0	dists1	dists2	dists3	dists4	dists5	dists6	dists7	dists8	dists9	dists10	dists11	dists12	dists13	dists14	dists15	dists16	dists17	dists18	dists19	dists20	dists21	dists22	dists23	dists24	dists25	dists26	dists27	dists28	dists29	dists30	dists31	dists32	dists33	dists34	dists35	dists36	dists37	dists38	times0	times1	times2	times3	times4	times5	times6	times7	times8	times9	times10	times11	times12	times13	times14	times15	times16	times17	times18	times19	times20	times21	times22	times23	times24	times25	times26	times27	times28	times29	times30	times31	times32	times33	times34	times35	times36	times37	times38	region0	region1	region2	region3	region4	region5	region6	region7	region8	region9	region10	region11	region12	region13	region14	region15	region16	region17	region18	region19	region20	region21	region22	region23	region24	region25	region26	region27	region28	region29	region30	region31	region32	region33	region34	region35	region36	region37	region38	country0	country1	country2	country3	country4	country5	country6	country7	country8	country9	country10	country11	country12	country13	country14	country15	country16	country17	country18	country19	country20	country21	country22	country23	country24	country25	country26	country27	country28	country29	country30	country31	country32	country33	country34	country35	country36	country37	country38
Khulna, Bangladesh	456.58832654508075	673.374942736334	6.420833333333346	1.623890290606452	24	52.71559270489114	147.66400904086765	91.45571942583868	344.8931244382212	195.18886235616677	172.0924274107519	193.84681540633997	121.91056303978513	121.91056303978513	1948.6687207968455	2000.8738780285546	197.92429368128646	2071.5047265285752	1791.099680528849	193.62051251970456	172.28629082491122	209.4336243395979	98.67507391625652	215.18736641237075	166.61836440221467	198.4349809676157	137.45555440625108	54.60122959948741	60.05786326677099																5.800000000000015	6.466666666666679	7.233333333333343	6.233333333333347	7.4333333333333425	7.066666666666677	7.266666666666676	5.400000000000016	5.500000000000016	4.8000000000000185	4.200000000000021	6.566666666666679	2.6666666666666927	3.7333333333333556	8.100000000000007	3.3666666666666902	7.6000000000000085	7.700000000000008	7.533333333333342	6.600000000000012	8.33333333333334	8.100000000000007	8.266666666666673	8.13333333333334																Ontario	England	England	Central and Western	Aargau	Aargau	Alberta	England	England	Arizona	California	Aargau	England	England	Aargau	England	England	Aargau	Ontario	Aargau	Aargau	Aargau	Aargau	Aargau																Canada	United Kingdom	United Kingdom	Hong Kong	Switzerland	Switzerland	Canada	United Kingdom	United Kingdom	United States	United States	Switzerland	United Kingdom	United Kingdom	Switzerland	United Kingdom	United Kingdom	Switzerland	Canada	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland															
Handan, Hebei, China	455.81126267976146	219.8525267747919	7.6893939393939466	0.781114611776621	22	168.77737627697238	471.2657031031131	565.5209304010697	449.2427807802487	576.4988813359163	411.58897131610445	840.732797347636	460.2443686615352	92.90241903911897	1012.6972273954311	437.0474469618791	729.5033937791981	369.29690896054115	521.4506409579311	616.6155583820986	482.9959709285454	453.72043360463795	381.6634399368059	370.2556388001036	359.3877117873961	51.6224931493811	204.81668604908762																		6.100000000000014	7.066666666666677	8.200000000000006	7.733333333333341	8.800000000000004	7.566666666666675	5.533333333333349	6.400000000000013	7.366666666666676	7.766666666666675	7.4333333333333425	8.533333333333339	7.766666666666675	8.23333333333334	8.066666666666674	8.03333333333334	8.23333333333334	7.800000000000008	8.13333333333334	8.03333333333334	7.933333333333341	8.433333333333339																		California	California	California	California	California	Aargau	Aargau	Aargau	Aargau	Virginia	Aargau	Alberta	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Alberta	Aargau																		United States	United States	United States	United States	United States	Switzerland	Switzerland	Switzerland	Switzerland	United States	Switzerland	Canada	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Canada	Switzerland																	
Cuttack, Odisha, India	453.4166758960611	403.62210419667355	7.716666666666674	0.9260729512900724	20	1062.0749960100093	479.1105834156263	360.3514224391661	1303.7329340977801	729.2753279386318	995.5223655786266	191.46757735687166	713.4424834660265	158.15315464570574	141.49944785085515	1058.4263396083127	895.540705097235	124.42463036504779	88.38735386205043	176.57821949997503	216.2136429275842	170.15602628391596	93.89869783200791	85.9811847292085	24.096424916588																				7.066666666666677	7.4333333333333425	7.566666666666675	7.733333333333341	8.733333333333338	8.03333333333334	7.20000000000001	7.500000000000009	7.766666666666675	8.03333333333334	4.366666666666687	6.933333333333344	8.433333333333339	8.566666666666672	7.833333333333341	8.366666666666672	8.300000000000006	8.433333333333339	8.533333333333339	7.500000000000009																				New York	Pennsylvania	Pennsylvania	North Carolina	Aargau	Aargau	Aargau	Alberta	Aargau	Aargau	England	England	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau																				United States	United States	United States	United States	Switzerland	Switzerland	Switzerland	Canada	Switzerland	Switzerland	United Kingdom	United Kingdom	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland																			
Nanchang, Jiangxi, China	452.01924540836114	289.48537018242513	7.190000000000009	0.47657341745235915	10	566.4314720209011	257.61160133516677	329.46295552694517	794.0129679938585	590.7955343495804	78.26671659846804	113.93277192113544	983.8744142034719	185.86934612183717	619.9346740122464																														7.533333333333342	6.600000000000012	6.300000000000013	7.066666666666677	6.866666666666678	7.700000000000008	7.30000000000001	7.266666666666676	7.30000000000001	7.966666666666674																														Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau																														Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland																													
Vinh, Vietnam	451.992871791995	277.089661309233	7.394444444444454	1.2957789973126324	12	745.1602176897512	716.9887992670091	705.1845756427462	899.2775583162626	302.0028355327676	539.0063776175615	415.92398240041905	80.69604625101157	127.78400714383348	579.1239072726282	290.0430054182676	22.72314895168153																												8.066666666666674	3.300000000000024	8.23333333333334	6.866666666666678	7.400000000000009	8.000000000000007	8.166666666666673	7.966666666666674	8.03333333333334	7.266666666666676	7.6000000000000085	7.833333333333341																												California	England	California	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Colorado	Aargau	Aargau																												United States	United Kingdom	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	United States	Switzerland	Switzerland																											
Şanlıurfa, Turkey	448.58112965898454	297.7626540200829	7.312612612612622	1.480186485924723	37	74.09016702055854	96.91840961460427	61.074493662457904	594.6403999775968	426.29960357460226	830.9360559354326	374.62897940644535	705.3946571539423	69.84436501598573	556.8466283366004	947.6704944601656	235.82121802012944	1083.9978927105733	688.8324947134943	533.4290740172615	483.9929942692144	342.51135378986675	347.1660415219948	824.6239273104674	176.7693182312073	403.1840298562966	320.3450618185801	140.2941882478294	921.8177159632083	55.877451872383354	545.6095116370514	377.2683836069195	324.65528764410783	1307.2489645999563	111.51972934561994	469.49151999100263	390.4140697888072	395.2674694302903	188.40085443257203	294.828731148586	458.67042637825483	437.11983287836523			5.800000000000015	6.300000000000013	6.500000000000012	6.766666666666678	7.766666666666675	8.700000000000005	8.200000000000006	7.6000000000000085	7.233333333333343	8.33333333333334	7.966666666666674	2.1666666666666945	4.100000000000021	8.166666666666673	8.23333333333334	8.13333333333334	7.333333333333343	8.466666666666672	8.266666666666673	7.366666666666676	8.266666666666673	8.633333333333338	8.23333333333334	7.10000000000001	8.433333333333339	7.933333333333341	8.300000000000006	6.800000000000011	4.633333333333352	3.5333333333333563	7.4333333333333425	8.03333333333334	7.566666666666675	8.400000000000006	7.733333333333341	8.200000000000006	7.933333333333341			Île-de-France	Île-de-France	Île-de-France	England	California	California	California	California	California	California	California	England	England	Missouri	Vienna	Aargau	Aargau	Aargau	Aargau	California	Aargau	Aargau	Aargau	Stockholm	Aargau	Aargau	Aargau	Alberta	Alberta	Alberta	Aargau	Aargau	Aargau	California	Aargau	Aargau	Aargau			France	France	France	United Kingdom	United States	United States	United States	United States	United States	United States	United States	United Kingdom	United Kingdom	United States	Austria	Switzerland	Switzerland	Switzerland	Switzerland	United States	Switzerland	Switzerland	Switzerland	Sweden	Switzerland	Switzerland	Switzerland	Canada	Canada	Canada	Switzerland	Switzerland	Switzerland	United States	Switzerland	Switzerland	Switzerland		
Nāgpur, Mahārāshtra, India	447.91273616775294	218.28981225880537	7.830555555555564	0.3847698526472309	12	289.081619464763	318.57195508822673	254.87851109924028	164.67454571481622	425.4719397860349	419.2247727204075	381.9135739792483	673.9373436278559	455.48729245124986	598.3843001981193	1020.0365856860731	373.2903941970007																												8.066666666666674	8.200000000000006	8.166666666666673	7.30000000000001	7.633333333333342	7.933333333333341	8.33333333333334	7.533333333333342	6.966666666666677	7.933333333333341	8.03333333333334	7.866666666666674																												California	New South Wales	California	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	California	Aargau																												United States	Australia	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	United States	Switzerland																											
An Nāşirīyah, Iraq	445.5953099630526	223.9671248700097	7.74242424242425	0.4849431725722349	11	293.39603886848425	325.0414374333862	334.36630276276	277.4923413625844	489.5515433069378	1069.3279072890648	429.2805248138346	195.95552716784323	473.8102996805178	582.9203133473977	430.4061735607683																													8.03333333333334	7.4333333333333425	7.666666666666675	7.733333333333341	8.266666666666673	8.000000000000007	8.100000000000007	6.400000000000013	7.6000000000000085	7.9000000000000075	8.03333333333334																													California	Aargau	Aargau	Alberta	Aargau	New South Wales	Aargau	Aargau	Aargau	Aargau	Aargau																													United States	Switzerland	Switzerland	Canada	Switzerland	Australia	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland																												
Indore, Madhya Pradesh, India	445.2281781600576	256.2989359284856	7.4666666666666766	0.7433657192745632	15	750.9126523098258	726.1556449844421	621.7054695417378	561.7863678731884	911.6222395392208	143.1954422884902	766.6965764057405	366.90511498283144	365.97138871627726	342.4489735431139	427.85074916723175	126.84057153568634	107.18104121044782	339.60736470755717	119.54307559507363																									7.366666666666676	7.766666666666675	7.400000000000009	7.6000000000000085	5.633333333333349	7.800000000000008	7.000000000000011	6.033333333333347	7.6000000000000085	8.366666666666672	7.833333333333341	7.800000000000008	7.30000000000001	8.466666666666672	8.03333333333334																									Florida	California	Aargau	Aargau	Aargau	Aargau	Alberta	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau																									United States	United States	Switzerland	Switzerland	Switzerland	Switzerland	Canada	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland																								
Baoding, Hebei, China	442.47837158116573	329.7927305597229	7.717777777777787	0.5425408899649395	15	593.840511544258	681.1173982380762	230.21185508039486	898.4669186991921	396.5185267635988	983.0187848781701	126.53774922610617	180.17278818560726	207.2226208137207	1017.2321428517504	729.5656915932892	165.31883393369523	258.0267183465532	61.43876327502165	108.48627028805271																									7.233333333333343	6.700000000000012	7.966666666666674	8.03333333333334	8.23333333333334	7.666666666666675	7.866666666666674	8.300000000000006	7.9000000000000075	6.400000000000013	7.500000000000009	8.13333333333334	7.666666666666675	8.300000000000006	7.866666666666674																									Pennsylvania	Pennsylvania	North Carolina	California	Alberta	Alberta	Aargau	Aargau	Aargau	Ontario	Central and Western	Aargau	Aargau	Aargau	Aargau																									United States	United States	United States	United States	Canada	Canada	Switzerland	Switzerland	Switzerland	Canada	Hong Kong	Switzerland	Switzerland	Switzerland	Switzerland																								
Shiliguri, West Bengal, India	442.3091545574135	385.25045075960776	7.591111111111119	0.9553333074875258	15	459.09927465553255	415.03183345035256	400.3740885807472	1832.2707268236543	366.43211083606604	135.23638479461067	214.0566540336663	280.48375786352096	168.03383053684757	316.7228436624586	324.9056941222949	455.54725813370396	362.54332522008707	480.6475447468391	423.2519909008209																									7.066666666666677	8.03333333333334	8.000000000000007	4.833333333333352	8.33333333333334	6.133333333333347	7.766666666666675	8.066666666666674	8.200000000000006	6.966666666666677	7.533333333333342	8.366666666666672	8.266666666666673	8.33333333333334	7.966666666666674																									Aargau	Aargau	Aargau	Alberta	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau																									Switzerland	Switzerland	Switzerland	Canada	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland																								
Ujjain, Madhya Pradesh, India	442.1593246844392	285.2146480489011	6.69814814814816	1.7091790037737415	18	625.1554173841677	204.83050749649985	621.6778384767321	737.364088999866	593.4958397197149	169.9312561662221	343.2431081392104	790.961080039261	258.154911023319	798.9828525479969	445.7207747309314	53.93809050184646	992.4850847589469	700.4675612181223	262.78374213476377	150.16545522090925	104.66124748377523	104.84898827761998																						6.133333333333347	7.266666666666676	7.966666666666674	7.533333333333342	5.966666666666681	6.400000000000013	6.566666666666679	6.633333333333345	8.000000000000007	6.700000000000012	0.6000000000000254	7.566666666666675	6.733333333333345	5.500000000000016	6.133333333333347	8.300000000000006	8.23333333333334	8.33333333333334																						California	Pennsylvania	California	California	Saxony	Aargau	Aargau	Aargau	Aargau	Aargau	Florida	Aargau	Aargau	England	Aargau	Aargau	Aargau	Aargau																						United States	United States	United States	United States	Germany	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	United States	Switzerland	Switzerland	United Kingdom	Switzerland	Switzerland	Switzerland	Switzerland																					
Hachiōji, Japan	440.7116457527149	191.02354646415114	7.82307692307693	1.3040623323800136	13	395.1265424206575	80.18532575536896	569.3614068454434	518.3710675401029	342.54371045471527	276.3053388655174	389.41988145363683	437.81931225899126	699.674830462219	455.9550187451353	472.4483853596689	854.1955970444615	237.8449775793773																											8.433333333333339	8.03333333333334	8.566666666666672	8.166666666666673	8.166666666666673	8.566666666666672	8.300000000000006	8.366666666666672	8.500000000000005	8.400000000000006	4.366666666666687	5.2666666666666835	8.566666666666672																											Aargau	Aargau	Aargau	Aargau	North Carolina	Aargau	Aargau	Aargau	Aargau	Aargau	Hesse	Aargau	Aargau																											Switzerland	Switzerland	Switzerland	Switzerland	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Germany	Switzerland	Switzerland																										
